Zipcode,Food_Stamp,With_Health_Coverage,With_Private_Insurance,With_public_coverage,No_health_insurance_coverage,Below_Poverty_Level
ZCTA5 02568,2.8,87.8,79.7,9.1,12.2,11.2
ZCTA5 02571,12.4,93.7,79.3,15.5,6.3,3.6
ZCTA5 02575,0,86.8,81.1,19.7,13.2,4.4
ZCTA5 02576,7.5,95.5,87.7,8.3,4.5,7.1
ZCTA5 02584,0,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
ZCTA5 02601,27.5,79.2,57.3,26,20.8,5.5
ZCTA5 02630,4,100,93.6,10.6,0,10.3
ZCTA5 02631,6,91.4,84.7,10.7,8.6,1.8
ZCTA5 02632,4.3,93.3,77.9,18.3,6.7,3.2
ZCTA5 02633,5.1,87.3,77.5,11.7,12.7,4.9
ZCTA5 02635,5,94.8,92.3,5.6,5.2,1.6
ZCTA5 02637,0,100,50,50,0,92.8
ZCTA5 02638,5.6,82,81.3,3.6,18,7.3
ZCTA5 02639,18.8,93.8,69.6,32.1,6.2,13.6
ZCTA5 02641,0,9999999.99,9999999.99,9999999.99,9999999.99,32.7
ZCTA5 02642,2.1,94.1,84.7,12.7,5.9,2.3
ZCTA5 02643,0,100,100,0,0,9999999.99
ZCTA5 02644,3.7,98.2,91.5,10.2,1.8,3.2
ZCTA5 02645,3.7,93.6,79,16.6,6.4,2
ZCTA5 02646,4.5,100,91.3,8.7,0,6.8
ZCTA5 02647,17.5,100,100,0,0,44.4
ZCTA5 02648,4.3,91.4,86,9.9,8.6,2.2
ZCTA5 02649,7.4,94.1,81.9,15.9,5.9,2.8
ZCTA5 02650,0,95,95,7.7,5,4.2
ZCTA5 02651,0,9999999.99,9999999.99,9999999.99,9999999.99,79.5
ZCTA5 02652,4.6,100,86.9,14.6,0,11.8
ZCTA5 02653,9.2,96.2,85.4,17.4,3.8,2.4
ZCTA5 02655,2.7,97.9,88.2,9.7,2.1,3.4
ZCTA5 02657,12.1,94.7,71.8,32.1,5.3,5.9
ZCTA5 02659,3.1,100,97.1,8,0,14.4
ZCTA5 02660,10.2,88.4,74.9,14.8,11.6,5.4
ZCTA5 02663,0,100,100,0,0,52.8
ZCTA5 02664,12.2,89.2,76.7,16.3,10.8,4.2
ZCTA5 02666,3.4,76.5,53.3,30.1,23.5,15.8
ZCTA5 02667,16.2,92.4,63.5,35.4,7.6,9.9
ZCTA5 02668,0.8,97.4,94.4,5.5,2.6,2.5
ZCTA5 02669,0,82.4,52.9,29.4,17.6,38.2
ZCTA5 02670,9.2,100,79.4,20.6,0,6.2
ZCTA5 02671,11,96,96,0,4,17.7
ZCTA5 02672,0,90.6,90.6,0,9.4,58.2
ZCTA5 02673,7.9,92.3,82.5,13.1,7.7,3.8
ZCTA5 02675,1.5,85.6,77.1,11.6,14.4,2.1
ZCTA5 02702,10.5,92.5,79.7,16.2,7.5,3.3
ZCTA5 02703,12.9,95.5,86.6,11.5,4.5,1.6
ZCTA5 02713,9.4,100,91.9,8.1,0,18.1
ZCTA5 02715,9.7,99.1,89.9,12.9,0.9,5.1
ZCTA5 02717,6.3,97.4,87.5,12.6,2.6,2.2
ZCTA5 02718,6.4,99.2,90.6,13,0.8,2.9
ZCTA5 02719,9,94.5,86.1,10.9,5.5,2.8
ZCTA5 02720,21.7,93.7,78.4,17.3,6.3,3
ZCTA5 02721,31.5,90.7,72.3,21.2,9.3,3.9
ZCTA5 02723,35.4,92.4,67.5,28.7,7.6,5.8
ZCTA5 02724,32.1,90.3,70.6,23.8,9.7,5.1
ZCTA5 02725,8.8,90.7,78,13.6,9.3,5.2
ZCTA5 02726,9.3,95.1,84.9,12.8,4.9,2.7
ZCTA5 02738,8.2,98.7,92.9,6.6,1.3,2.2
ZCTA5 02739,4.9,92.9,87.8,11,7.1,4
ZCTA5 02740,28.6,91.9,71.6,25,8.1,2.4
ZCTA5 02743,6.9,92.4,85.9,8.8,7.6,1.1
ZCTA5 02744,31.6,84.5,61.2,26.7,15.5,5.2
ZCTA5 02745,14.4,94.6,81.3,16.6,5.4,2.1
ZCTA5 02746,40,86.3,51.7,38,13.7,5.2
ZCTA5 02747,7.2,97.6,90.8,9.1,2.4,1.6
ZCTA5 02748,6.1,98.2,91,10.9,1.8,2.4
ZCTA5 02760,7.2,97.7,92.4,8.7,2.3,1.5
ZCTA5 02762,7.2,96.7,92.5,7.4,3.3,2.4
ZCTA5 02763,4.9,100,94.8,8.5,0,9.2
ZCTA5 02764,6.3,95.3,90.7,7.9,4.7,1.8
ZCTA5 02766,7.4,97.8,92.5,7.4,2.2,1.4
ZCTA5 02767,10.5,96.7,93.3,5.7,3.3,2.7
ZCTA5 02769,3.5,98.5,92.7,9.2,1.5,2
ZCTA5 02770,3.8,98.6,92.6,7.6,1.4,3.4
ZCTA5 02771,10.5,97.5,92.4,6.6,2.5,2.6
ZCTA5 02777,4.7,96.2,89.6,9.5,3.8,2.5
ZCTA5 02779,8.4,93.7,89.6,7.8,6.3,2.7
ZCTA5 02780,19.1,94.5,84.7,13.4,5.5,2.1
ZCTA5 02790,5.9,97.1,91.8,8.9,2.9,1
ZCTA5 02791,0,100,100,0,0,46.4
ZCTA5 02802,9.9,90.6,90.6,0,9.4,12.7
ZCTA5 02804,2.7,88.2,84.9,4.6,11.8,7.3
ZCTA5 02806,2.1,95.9,93.9,2.8,4.1,1
ZCTA5 02807,1.4,85.3,84.6,0.7,14.7,1.8
ZCTA5 02808,8.6,91.6,90.2,2.2,8.4,9.7
ZCTA5 02809,10.6,88.8,85.2,5.4,11.2,2.5
ZCTA5 02812,1.4,89.1,89.1,4.9,10.9,2.5
ZCTA5 02813,6.6,91.2,87.5,6.6,8.8,3.6
ZCTA5 02814,8.2,90.4,88.1,4.1,9.6,2.4
ZCTA5 02815,0,100,100,0,0,44.9
ZCTA5 02816,10.8,93.3,89.1,6.9,6.7,1.6
ZCTA5 02817,9.1,87.9,86.9,2.2,12.1,4
ZCTA5 02818,4.8,92.5,90.5,2.5,7.5,2.1
ZCTA5 02822,9.8,87.5,84.1,5.4,12.5,2.1
ZCTA5 02825,4.8,92.3,89.2,5.9,7.7,3.8
ZCTA5 02826,0,100,100,5.3,0,14.5
ZCTA5 02827,7.9,91.9,90.7,2.7,8.1,6.4
ZCTA5 02828,6.5,94.4,92.6,3,5.6,3.4
ZCTA5 02830,7.5,90.8,88.9,3.4,9.2,2.4
ZCTA5 02831,1.9,95.2,94.1,5.8,4.8,1.9
ZCTA5 02832,7.7,94.2,88.8,5.4,5.8,2.7
ZCTA5 02833,14.8,91.1,80.7,15.6,8.9,9.4
ZCTA5 02835,3.7,97.4,96.1,2.6,2.6,4.9
ZCTA5 02836,0,100,100,0,0,58.2
ZCTA5 02837,10.1,94.1,89.5,6.3,5.9,5.9
ZCTA5 02838,19.8,91.5,78.7,14.3,8.5,9.5
ZCTA5 02839,7.6,87.7,86.2,5.3,12.3,7.1
ZCTA5 02840,12.4,83.9,75.7,10.3,16.1,2.7
ZCTA5 02841,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
ZCTA5 02842,7.1,89.7,85,10.3,10.3,2.4
ZCTA5 02852,7.8,91.9,88.3,6.1,8.1,1.7
ZCTA5 02857,5,96.1,93.1,4.2,3.9,3
ZCTA5 02858,0,87,87,0,13,18.9
ZCTA5 02859,18.6,91.2,87.6,5.6,8.8,5.2
ZCTA5 02860,33.4,77.2,66.3,12.7,22.8,2.3
ZCTA5 02861,14.8,88.3,82,8.9,11.7,2.2
ZCTA5 02863,43.2,59.7,45.3,16.9,40.3,5.1
ZCTA5 02864,7.9,94.7,91.3,4.8,5.3,1.3
ZCTA5 02865,6.9,94.1,92.9,2.9,5.9,2.5
ZCTA5 02871,5.8,93.5,90.9,4.6,6.5,2.6
ZCTA5 02872,0,100,100,0,0,27.9
ZCTA5 02873,0,81.5,81.5,0,18.5,76.9
ZCTA5 02874,1.4,97.3,93.7,4.5,2.7,3
ZCTA5 02875,0,95.5,95.5,0,4.5,33.7
ZCTA5 02876,11.1,100,100,0,0,32.9
ZCTA5 02878,6.4,90.9,88.5,3.9,9.1,2.1
ZCTA5 02879,8.7,92.7,87.6,6,7.3,1.9
ZCTA5 02881,1.8,93.9,93.4,1.7,6.1,4.8
ZCTA5 02882,3.7,90.8,88.7,4,9.2,1.7
ZCTA5 02885,13.9,84.1,77.5,8.2,15.9,3.6
ZCTA5 02886,11.1,91.8,88.2,6.4,8.2,1.7
ZCTA5 02888,9.9,92.9,88.1,6.8,7.1,2
ZCTA5 02889,11.7,91.6,86.2,9,8.4,1.4
ZCTA5 02891,11.7,89.5,85.5,6.3,10.5,2.2
ZCTA5 02892,4.8,90.3,89.8,5.4,9.7,3.5
ZCTA5 02893,16.8,89.3,82.3,9.4,10.7,2.5
ZCTA5 02894,24.3,84.2,69.5,22,15.8,15.5
ZCTA5 02895,28.3,84.7,76.3,10.6,15.3,2.9
ZCTA5 02896,5.3,89.4,87.4,3.7,10.6,1.4
ZCTA5 02898,2.7,86,84.5,1.5,14,6.9
ZCTA5 02903,22.9,80.4,75.8,7.8,19.6,7.7
ZCTA5 02904,19.2,83.9,76.5,9.4,16.1,3.9
ZCTA5 02905,31.7,79.6,68.6,14.4,20.4,4.5
ZCTA5 02906,5.1,92,89.6,3.8,8,2.6
ZCTA5 02907,46.7,64.7,48.8,19.7,35.3,4.4
ZCTA5 02908,27.4,79.2,69,12.2,20.8,3.6
ZCTA5 02909,42.4,61.9,48.4,14.8,38.1,3.6
ZCTA5 02910,10.2,86.9,81.6,7,13.1,2.9
ZCTA5 02911,15.7,89,83.8,7,11,3.5
ZCTA5 02912,0,89,85.9,3.2,11,100
ZCTA5 02914,21,86.8,76.5,13.6,13.2,3
ZCTA5 02915,13.1,94.1,90.7,5.1,5.9,3.3
ZCTA5 02916,12,91.3,86.6,6,8.7,2.7
ZCTA5 02917,4.8,91.4,89.9,2.6,8.6,1.6
ZCTA5 02919,14.2,91.1,85.2,8.2,8.9,2.4
ZCTA5 02920,12.8,87.8,80.9,9.9,12.2,2.2
ZCTA5 02921,4.2,95,92.5,3.9,5,1.8
ZCTA5 03031,0.4,97.8,96.8,1.7,2.2,1.7
ZCTA5 03032,2,91.9,90,2.2,8.1,2.1
ZCTA5 03033,1.2,95.2,95.2,1.7,4.8,2
ZCTA5 03034,1.6,94.7,92.8,4.8,5.3,1.7
ZCTA5 03036,6.9,90.1,87.5,4.1,9.9,2.3
ZCTA5 03037,5.8,90.8,89.3,3.9,9.2,2.2
ZCTA5 03038,5.8,87.6,85,4,12.4,2.3
ZCTA5 03042,3.3,85.8,84.3,2.8,14.2,2.5
ZCTA5 03043,1,89.7,88.5,3.1,10.3,1.9
ZCTA5 03044,4.6,92.7,91.5,2.6,7.3,1.5
ZCTA5 03045,4.7,93.3,92,3.4,6.7,1.4
ZCTA5 03046,3,88.9,87.9,1.7,11.1,2.9
ZCTA5 03047,4.8,86.3,83.7,3.6,13.7,4.1
ZCTA5 03048,5.9,91.9,90,3.5,8.1,4.7
ZCTA5 03049,1.5,93.8,92.9,2.7,6.2,1.7
ZCTA5 03051,2.5,93.3,91.4,3.2,6.7,1.3
ZCTA5 03052,1.7,94,91.9,3.4,6,3.2
ZCTA5 03053,3.2,90.9,88.8,3.1,9.1,0.7
ZCTA5 03054,3.7,93.7,91.8,3.5,6.3,1.2
ZCTA5 03055,5,88.9,87.8,2.4,11.1,2.3
ZCTA5 03057,0.6,88.7,85.7,4.1,11.3,4.7
ZCTA5 03060,18.1,80.8,76,7.3,19.2,3.5
ZCTA5 03062,4.3,91.9,88.7,5.4,8.1,1.3
ZCTA5 03063,5.6,90.1,87.7,4,9.9,1.4
ZCTA5 03064,14,84.8,82.8,3.7,15.2,3.1
ZCTA5 03070,0,93.6,92.6,1.8,6.4,1
ZCTA5 03071,6.8,87.1,85.5,2.7,12.9,3.5
ZCTA5 03076,2.9,93.5,92.3,2,6.5,1.9
ZCTA5 03077,9.2,85.7,84.9,4.7,14.3,4.2
ZCTA5 03079,4.2,88.4,85.8,3.6,11.6,0.9
ZCTA5 03082,3.6,88.1,86.4,2.3,11.9,2.9
ZCTA5 03084,0.9,93.9,93.9,1.1,6.1,2.5
ZCTA5 03086,3.1,90,87.6,7,10,3.8
ZCTA5 03087,2,96.8,96.8,1.2,3.2,1.3
ZCTA5 03101,23.7,79.4,74.1,10.6,20.6,12.2
ZCTA5 03102,15,86.1,81.5,6.3,13.9,2.5
ZCTA5 03103,18.2,78,74.1,6.4,22,2.9
ZCTA5 03104,11.9,86.1,83.4,4.4,13.9,2.2
ZCTA5 03106,3.7,91.5,90.4,2.7,8.5,1
ZCTA5 03109,3.5,92.3,90.8,3.1,7.7,1.1
ZCTA5 03110,2.3,93.8,91.5,2.6,6.2,1
ZCTA5 03215,0,96.3,96.3,0,3.7,29.5
ZCTA5 03216,7.5,84.7,80.8,6.1,15.3,2.7
ZCTA5 03217,14.9,79.6,74.9,4.7,20.4,6
ZCTA5 03218,2.4,93.9,92.6,1.3,6.1,5.9
ZCTA5 03220,9,87.9,81.7,8.1,12.1,3.7
ZCTA5 03221,3.5,86.9,85.1,2.6,13.1,3.3
ZCTA5 03222,7.7,84.3,81.8,4.9,15.7,2.6
ZCTA5 03223,7.5,79.8,77.5,3.2,20.2,2.5
ZCTA5 03224,4.5,92.6,88.8,6.7,7.4,1.2
ZCTA5 03225,5.9,76,73.3,4.8,24,1.8
ZCTA5 03226,3.4,81.1,77.8,6,18.9,7.8
ZCTA5 03227,4.8,83.5,74.3,11.1,16.5,3.9
ZCTA5 03229,2.4,94.5,93.9,1,5.5,4.1
ZCTA5 03230,9.2,83.6,80.1,4.5,16.4,4.6
ZCTA5 03231,0,59.6,59.6,0,40.4,33.3
ZCTA5 03233,0,76.8,76.8,19.6,23.2,40.7
ZCTA5 03234,2.8,89,86.5,7.1,11,2.7
ZCTA5 03235,20.4,78,72.7,7.1,22,6.4
ZCTA5 03237,8.5,84.3,81.1,6.1,15.7,7.4
ZCTA5 03238,5,68.4,60.5,7.9,31.6,55.7
ZCTA5 03240,8.1,84.6,78.9,7,15.4,4.9
ZCTA5 03241,7.8,66.4,61.7,7.5,33.6,9.1
ZCTA5 03242,12.6,93.7,87.6,6.3,6.3,4.6
ZCTA5 03243,7.2,87.1,85.5,5.6,12.9,8
ZCTA5 03244,11.6,88.8,85.6,4.6,11.2,4.9
ZCTA5 03245,4.9,77.8,77,2.4,22.2,4.6
ZCTA5 03246,16.9,77.7,74.5,7.5,22.3,4.3
ZCTA5 03249,6.5,86,84.7,2,14,4.9
ZCTA5 03251,8.5,74,70.1,4.7,26,11.2
ZCTA5 03253,9,86,79,8.9,14,3.9
ZCTA5 03254,2,87.5,87.1,4.4,12.5,2
ZCTA5 03255,4.2,87.6,86.5,1.6,12.4,5.4
ZCTA5 03256,9.4,85.7,81.4,5.7,14.3,4.4
ZCTA5 03257,3,89,85.6,4.4,11,5.4
ZCTA5 03258,7,90.1,85.9,6.1,9.9,3.5
ZCTA5 03259,0,87.6,84.3,3.3,12.4,23.7
ZCTA5 03260,3.3,90.1,90.1,0,9.9,6
ZCTA5 03261,5,83.2,82.3,1.8,16.8,5.5
ZCTA5 03262,2,71.3,70.8,2.4,28.7,2
ZCTA5 03263,22.6,79,76.4,4.6,21,7.2
ZCTA5 03264,7.4,91,88.6,2.9,9,2.5
ZCTA5 03266,9.5,76.4,72.9,4.7,23.6,5.9
ZCTA5 03268,5.2,88.3,87.7,3.7,11.7,1.9
ZCTA5 03269,2.6,92.5,90.4,4.5,7.5,1
ZCTA5 03273,7.2,86.4,86.4,0,13.6,23.9
ZCTA5 03275,10.5,89.3,86.5,5.1,10.7,1.7
ZCTA5 03276,9.3,85.4,83.2,3.1,14.6,2.9
ZCTA5 03278,7.2,85.4,81.6,3.8,14.6,1.4
ZCTA5 03279,6.2,72.5,70.9,5.6,27.5,10.5
ZCTA5 03280,3.3,86.1,81.9,4.9,13.9,4.4
ZCTA5 03281,3.3,91,89.2,3.6,9,2.7
ZCTA5 03282,6.5,71.3,68.6,5.4,28.7,4.9
ZCTA5 03284,4,88,86.1,1.9,12,1.4
ZCTA5 03285,5.7,74.7,71.8,4.2,25.3,1.8
ZCTA5 03287,3.3,88.9,87.2,3.1,11.1,3.5
ZCTA5 03290,2,92.5,92.5,2,7.5,0.6
ZCTA5 03291,0,100,100,0,0,86.3
ZCTA5 03293,25,100,100,0,0,48.2
ZCTA5 03301,13.7,86.3,83.1,5.2,13.7,2.3
ZCTA5 03303,11.7,87.8,85.7,4.5,12.2,2.4
ZCTA5 03304,1.9,95.4,94.7,1.7,4.6,2.5
ZCTA5 03307,6.2,89.7,87.7,5.1,10.3,3.9
ZCTA5 03431,10.9,84.6,81.4,4.5,15.4,2.1
ZCTA5 03440,7.1,80.7,78.8,5.9,19.3,3.8
ZCTA5 03441,14.2,79.7,79.7,0,20.3,20
ZCTA5 03442,5.7,84.5,82.9,4.4,15.5,4.7
ZCTA5 03443,0,90.2,90.2,0,9.8,12.5
ZCTA5 03444,7.9,90.2,90.2,0,9.8,2.9
ZCTA5 03445,18.9,81.8,78.2,4.4,18.2,4.1
ZCTA5 03446,13.9,85.9,82.5,4.9,14.1,7.1
ZCTA5 03447,6.6,78.7,75.1,5.9,21.3,2
ZCTA5 03448,5.5,83,80.5,5,17,1.9
ZCTA5 03449,2.5,87.4,85.1,2.8,12.6,2.6
ZCTA5 03450,4.4,81.8,81.1,0.6,18.2,1.5
ZCTA5 03451,12.7,79.8,76,4.7,20.2,3.3
ZCTA5 03452,15.5,83.8,80.1,5.5,16.2,5.3
ZCTA5 03455,7.1,84.6,83.5,1.1,15.4,1.5
ZCTA5 03456,9.7,94.9,91.6,6.6,5.1,1.8
ZCTA5 03457,3.3,76,72,4.6,24,2.2
ZCTA5 03458,3.5,84.6,81.3,3.3,15.4,0.2
ZCTA5 03461,8.3,86,84.5,2.2,14,4.6
ZCTA5 03462,2.4,91.1,88.8,3.2,8.9,5.4
ZCTA5 03464,4,89.1,86.6,2.5,10.9,1.2
ZCTA5 03465,13.8,80.1,75.5,6.3,19.9,4.3
ZCTA5 03466,0,100,100,0,0,6.9
ZCTA5 03467,2.5,91.4,89.1,3.3,8.6,4.6
ZCTA5 03470,14.2,77.2,72.7,8.3,22.8,6.8
ZCTA5 03561,14.5,84.6,79,7.4,15.4,5
ZCTA5 03570,18.5,80.8,74.5,10,19.2,4.3
ZCTA5 03574,14.4,78,73.7,5,22,9.3
ZCTA5 03575,0,50,50,0,50,100
ZCTA5 03576,11.7,72.1,66.1,7.8,27.9,3.8
ZCTA5 03579,4.5,77.7,70.6,15.7,22.3,5.6
ZCTA5 03580,3.7,83.6,79.6,4.5,16.4,1.2
ZCTA5 03581,8.6,87.3,83.4,5.8,12.7,3.1
ZCTA5 03582,16.6,80.5,71.7,12,19.5,4.5
ZCTA5 03583,4.5,83.6,81.8,4.3,16.4,3.1
ZCTA5 03584,15,81.8,77.2,8.2,18.2,4.9
ZCTA5 03585,8.7,82.7,79.8,5.7,17.3,2.2
ZCTA5 03586,3,91.1,88.6,4.8,8.9,6.6
ZCTA5 03588,7.8,80.9,77.9,4.2,19.1,2
ZCTA5 03590,25.8,73.8,64.2,13.9,26.2,7.5
ZCTA5 03592,10.9,75.6,73.8,2.5,24.4,4.9
ZCTA5 03593,4.5,80.9,78.9,2.1,19.1,4.6
ZCTA5 03595,9,83.5,80,6.5,16.5,8
ZCTA5 03597,11,64.6,59.9,7.5,35.4,25.6
ZCTA5 03598,17.1,79.1,75.2,6.3,20.9,2.8
ZCTA5 03601,9.2,71.8,66.7,7.7,28.2,5
ZCTA5 03602,7.4,89.3,87.7,2.5,10.7,2.2
ZCTA5 03603,6.6,79.5,76,4.5,20.5,6.4
ZCTA5 03604,26.9,60,60,0,40,32.3
ZCTA5 03605,7.3,75,71.4,5.6,25,3.4
ZCTA5 03607,3.8,79.4,79.4,0,20.6,10.5
ZCTA5 03608,1.9,91.6,90,2.9,8.4,2
ZCTA5 03609,16.1,96.5,96.1,6,3.5,5
ZCTA5 03740,4.6,78.9,78.9,1.5,21.1,5.1
ZCTA5 03741,8.1,75.1,71,4.3,24.9,5.7
ZCTA5 03743,13.1,81.1,76.8,5.6,18.9,3.6
ZCTA5 03745,2.8,89.4,87,4.2,10.6,2.9
ZCTA5 03746,4.1,92.2,89.3,2.9,7.8,33
ZCTA5 03748,3.7,87.2,84.9,4.3,12.8,1.7
ZCTA5 03750,0,82.5,82.5,1.8,17.5,8.6
ZCTA5 03751,0,83.4,83.4,9.7,16.6,14
ZCTA5 03752,4.7,79.6,77.7,5.5,20.4,6.9
ZCTA5 03753,5.1,93.4,93.4,0.3,6.6,3.1
ZCTA5 03754,35.7,42,42,0,58,46.1
ZCTA5 03755,1.9,95.1,95,2.3,4.9,2.4
ZCTA5 03765,4.7,76.3,71.1,5.3,23.7,11.4
ZCTA5 03766,6.8,86.4,84.4,2.5,13.6,3.1
ZCTA5 03768,0.7,92.8,91.8,1.7,7.2,0.8
ZCTA5 03770,0,91.3,91.3,0,8.7,19.3
ZCTA5 03771,5.7,95.9,95.1,2.7,4.1,1.2
ZCTA5 03773,13.4,84.5,80,5.8,15.5,2.4
ZCTA5 03774,9.3,91.3,91.3,1.9,8.7,4.3
ZCTA5 03777,4.4,85.1,81,5.1,14.9,2.4
ZCTA5 03779,2.8,85,81.3,4.7,15,2.9
ZCTA5 03780,0,87.9,81.2,6.7,12.1,25
ZCTA5 03781,2.6,96.7,94.7,4.8,3.3,4.9
ZCTA5 03782,4.9,92.4,91.5,2.4,7.6,2
ZCTA5 03784,11.9,83.6,76.8,9.7,16.4,11.5
ZCTA5 03785,15.1,68.8,63.8,6.1,31.2,7.8
ZCTA5 03801,5,88.9,86.6,4.4,11.1,1.8
ZCTA5 03809,4.8,72.2,69.6,2.6,27.8,7.8
ZCTA5 03810,4.4,85.6,85.6,1.4,14.4,3.4
ZCTA5 03811,2.5,94.7,94.2,0.9,5.3,1.8
ZCTA5 03812,14.5,39.4,39.4,1.8,60.6,15.3
ZCTA5 03813,3.6,76.3,75.3,1.6,23.7,2.3
ZCTA5 03814,21.8,79.8,79.8,3.5,20.2,12
ZCTA5 03816,4.2,80.1,75.9,4.2,19.9,2.5
ZCTA5 03817,40.7,76.9,76.9,0,23.1,21.6
ZCTA5 03818,14.6,74.3,69.5,6.3,25.7,5.5
ZCTA5 03819,5.4,92.5,92.3,1.1,7.5,3.3
ZCTA5 03820,10.1,84.5,82.1,3.8,15.5,2.5
ZCTA5 03823,2.8,93.5,93.5,3,6.5,2
ZCTA5 03824,3.1,95.5,94.4,1.9,4.5,1
ZCTA5 03825,7.2,84.1,82.8,2.6,15.9,2.6
ZCTA5 03826,1.5,86.3,86.3,0,13.7,10.9
ZCTA5 03827,2,90.9,88.6,3,9.1,2
ZCTA5 03830,0,86,86,2.7,14,7
ZCTA5 03832,1.7,78.9,77.7,3.4,21.1,21.9
ZCTA5 03833,4.7,92.1,90.1,3.3,7.9,1.6
ZCTA5 03835,13,74.8,74.4,2.3,25.2,6
ZCTA5 03836,5.8,70.1,65.5,7.3,29.9,5.9
ZCTA5 03837,3,86.5,83.7,5.1,13.5,11.5
ZCTA5 03838,0,80.9,80.9,0,19.1,8.6
ZCTA5 03839,21.6,81.9,77.3,5.2,18.1,7.7
ZCTA5 03840,1.6,93.5,92.9,0.6,6.5,3.1
ZCTA5 03841,1.3,91.6,91.3,2.8,8.4,3.8
ZCTA5 03842,5.9,87.6,86.1,4.1,12.4,3.4
ZCTA5 03844,2.1,98.1,97.1,1.3,1.9,2.1
ZCTA5 03845,8.2,87.8,87.8,3.7,12.2,24.5
ZCTA5 03846,0.5,79.7,79.7,0,20.3,10.3
ZCTA5 03847,22.1,67.3,67.3,0,32.7,23.3
ZCTA5 03848,4.8,85.2,81.9,4,14.8,4.9
ZCTA5 03849,6.8,76.4,73,7,23.6,4.3
ZCTA5 03850,9.5,78.7,78.7,0,21.3,21.1
ZCTA5 03851,13.6,84.4,82.3,2.5,15.6,3
ZCTA5 03852,23.6,81.5,81.5,0,18.5,8.4
ZCTA5 03853,6.2,83.5,83.5,0,16.5,9.4
ZCTA5 03854,0,97.5,97.5,4.5,2.5,4.1
ZCTA5 03855,7.5,95.7,92.8,4.3,4.3,3.3
ZCTA5 03856,2.4,91.9,89.7,3.4,8.1,5.4
ZCTA5 03857,10.8,88.4,86.5,3.6,11.6,3.7
ZCTA5 03858,5.9,90.3,88.4,2.7,9.7,7.6
ZCTA5 03860,5.6,69.8,67.2,2.6,30.2,7
ZCTA5 03861,3.3,92.2,91,1.2,7.8,1.6
ZCTA5 03862,5.3,89.8,85.9,3.9,10.2,1.7
ZCTA5 03864,3.9,53.8,49.3,7.5,46.2,16.1
ZCTA5 03865,5.8,87.3,86.5,2.2,12.7,2.9
ZCTA5 03867,16.8,82.2,77.1,9.5,17.8,2.9
ZCTA5 03868,5.4,80.8,80.1,2.6,19.2,6.6
ZCTA5 03869,3.8,87.6,86.6,1,12.4,4.2
ZCTA5 03870,0.5,85.8,85.4,0.4,14.2,1.8
ZCTA5 03871,0,9999999.99,9999999.99,9999999.99,9999999.99,82.3
ZCTA5 03872,10.9,84.5,82,4.4,15.5,0.5
ZCTA5 03873,4.7,82.6,82.4,1.3,17.4,4.1
ZCTA5 03874,7.7,83.7,81.2,4.8,16.3,6.4
ZCTA5 03875,0.8,70.1,68.6,1.5,29.9,2.7
ZCTA5 03878,16.2,80,77.4,6,20,4.8
ZCTA5 03882,9.9,64.4,61.2,4.6,35.6,6.8
ZCTA5 03883,0,100,100,0,0,40.2
ZCTA5 03884,4.3,90.1,88.2,3.4,9.9,0.9
ZCTA5 03885,0,96.1,95.2,3.3,3.9,1.3
ZCTA5 03886,8.9,69.1,66.2,3,30.9,3
ZCTA5 03887,9.7,80.6,75.5,7.6,19.4,5.9
ZCTA5 03890,5.6,89,80.6,8.4,11,48.6
ZCTA5 03894,4,79.1,79.1,2.7,20.9,3.3
ZCTA5 03901,13,91.1,82.8,11.2,8.9,3.8
ZCTA5 03902,0,88.5,87.3,1.2,11.5,12.9
ZCTA5 03903,5.5,90.2,89.2,2.3,9.8,3.3
ZCTA5 03904,5.2,89.5,86.3,5.8,10.5,1.3
ZCTA5 03905,0,95.2,95.2,0,4.8,12
ZCTA5 03906,8.3,86.9,84,3.4,13.1,3.5
ZCTA5 03907,3.7,95.2,95.2,2.9,4.8,4.3
ZCTA5 03908,12.5,88.3,81,8.8,11.7,4.4
ZCTA5 03909,4.6,91.6,88.8,4.1,8.4,3.1
ZCTA5 03910,0,73.1,73.1,0,26.9,15.9
ZCTA5 03911,65,45.2,45.2,0,54.8,46.6
ZCTA5 04001,13.7,89.2,80.1,10.5,10.8,4.2
ZCTA5 04002,14.7,89.1,84.5,9,10.9,4
ZCTA5 04003,0,100,89.7,10.3,0,18.9
ZCTA5 04005,21.5,86.3,75.3,12.7,13.7,3.5
ZCTA5 04006,0,78.6,78.6,0,21.4,61.7
ZCTA5 04008,11,94.9,90.6,9.4,5.1,4.9
ZCTA5 04009,17.6,86.4,78.3,9,13.6,7.2
ZCTA5 04010,13.4,79.9,70.3,9.6,20.1,4.5
ZCTA5 04011,12.4,86.3,78.7,10.7,13.7,2.5
ZCTA5 04015,14.4,85.1,71.6,15.3,14.9,6.8
ZCTA5 04017,3.4,89.3,82.4,6.9,10.7,9.3
ZCTA5 04019,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
ZCTA5 04020,25.9,81.2,71.3,12.7,18.8,8.5
ZCTA5 04021,0.4,97.9,96.4,4.1,2.1,1.3
ZCTA5 04022,12.7,83,70.9,14.3,17,3.9
ZCTA5 04024,12.7,95.2,90.1,8,4.8,6.6
